Device_Category,Title,Price,Condition,Item_URL
iPod Mini,Apple iPod Mini 1st Gen 4GB Silver A1051,69.99,Used,https://www.ebay.com/itm/406706239142?_skw=iPod+Mini&hash=item5eb194b6a6:g:CU8AAeSwl4lplgP~
iPod Mini,"Apple iPod Nano 2nd Gen 2GB Silver MP3 Player MA477LL/A,",31.49,Used,https://www.ebay.com/itm/358222046787?_skw=iPod+Mini&hash=item5367b2a643:g:AZoAAeSwS~5pkl6x
iPod Mini,"Ipod Nano, Ipod Mini, Speaker and Case",40.0,Used,https://www.ebay.com/itm/206061769537?_skw=iPod+Mini&hash=item2ffa3d1341:g:Zj4AAeSwzk9pZmnj
iPod Mini,Apple iPod mini 2nd Generation Silver (6 GB) (Model No. A1051) (2005) WORKING,57.88,Used,https://www.ebay.com/itm/287155958889?_skw=iPod+Mini&hash=item42dbd43469:g:jzAAAeSwODlpmc9k
iPod Mini,SyFy Promo | 8 GB A1366 Apple iPod Nano 6th Gen MC525LL Silver | iPod Only,49.99,Used,https://www.ebay.com/itm/287152063216?_skw=iPod+Mini&hash=item42db98c2f0:g:GwQAAeSw8BRpl0o~
iPod Mini,Apple iPod Nano 8 GB - 3rd Generation - Mint Green (A1236) Tested Works,74.95,Used,https://www.ebay.com/itm/198117789646?_skw=iPod+Mini&hash=item2e20bd8fce:g:4xMAAeSwUxNplSdl
iPod Mini,Apple iPod Mini 2nd Gen 4GB Blue MP3 Player USB 2.0 Headphone Jack READ DECRIPT,69.99,Used,https://www.ebay.com/itm/306790931567?_skw=iPod+Mini&hash=item476e2a1c6f:g:ud4AAeSwT7Rpn3Ip
iPod Mini,Apple iPod nano 1st Generation White (2 GB) MA004LL - Good Condition,34.99,Used,https://www.ebay.com/itm/332680101450?_skw=iPod+Mini&hash=item4d75477e4a:g:5twAAOSwjxVhkyp2
iPod Mini,Apple iPod mini 6GB Silver 2nd Gen - A Working Classic!,80.0,Used,https://www.ebay.com/itm/267577460571?_skw=iPod+Mini&hash=item3e4cdc075b:g:a44AAeSwhTxpkmuJ
iPod Mini,iPod Mini 1st Gen Model:A1051 4GB Blue Tested Good w/669-Char Song Read Info Blw,71.8,Used,https://www.ebay.com/itm/366223541865?_skw=iPod+Mini&hash=item55449fc669:g:UxsAAeSw0r1pnQoc&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYr63pVH1ZBpRPyomij66U8w0qIv%2BrE%2BkuDresbVcf069zTtsY0s%2BearYkyLk7BoMUyaUDNvSCYqcd%2F5IHV9vW4uPyyfajdaA2CKsN3PtQd8a5kyOWDZgQoFiryHL8O6G1%2BgOUCTx8KrPDdMRCMyZCeKK3moNe%2B6LZfsHnHVWk5aclqgoSTxw8h9fgJh5f5u54AgiS%2BHZ8l9OjJgyrVkITP5flqOsFS7qfNu4J5yfBMqJOtqNRaENn%2Bh%2F2e0C2rq4Eb9bt9nZFK2y5ljQmoZST1
iPod Mini,Bose SoundDock Series II 2 Digital Music System Sound Dock Black TESTED,64.99,Used,https://www.ebay.com/itm/306796161476?_skw=iPod+Mini&hash=item476e79e9c4:g:nrMAAeSw7jhpo4jM&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGY%2FYSoNyCNI5oU3S%2FZeQX7dQvAMRhjCHvhwOrSearCCZg4galjP2X48QAdWgx7BECXn46v1zOY1dfFmYURC4DMIkFGQDxNFfVmmoGMTP2KaRkYpDC3nZuuYnP%2BNV4gQkIk1SL97GcJZ%2FVRjk%2FyJKPMHYgybq3RMORBVChIwyMyJS7DUxZqXO%2BENLTFInaWAdpMOaD0HRjky6jtlTT%2FVgWAjMMCRWJ%2BitMSwMZRDwucRN1%2FBFsAz7h5o%2BSOyLuj7%2F4Ry%2F7MBAxr9Pbrr3ojw2DpUwCqbSPe%2FTOZy6Bxo%2FlFqdA%3D%3D
iPod Mini,APPLE iPod Mini 4GB (Blue) 1000 song PC + Mac Model# M9802LL/A -NEW Open Box,399.0,Open box,https://www.ebay.com/itm/397598668383?_skw=iPod+Mini&hash=item5c92ba365f:g:~sQAAeSwz3ZpjU9j&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbq%2BrGyiBjM9lKbjcousESM2B6B6S1jbAkLvZVQByYUG%2Bwr8NBUjAPXJlf9uZ6Zmo8P7f3nTxm0yvIWXGztNQAUQTSiiJgvDIkICLlYiIX3RJxhXR0EeS%2Bn1JDx30UnKy6t8yPEGA6OaL5xwvUzbRtatyrK0B6bJLct1Qb4Do0CySyuZNabLNNAqGdBOr3RgsSPMe3klwtnKrnRnU%2BsGJGWykwbMABXMJCAx04jdX%2BZrbZtc35ulG4py9kJotoYHMBZZF%2FdpcdLE0qXg%2Bi53phwFpmgyHZD%2FGvNwHJ5znPB7g%3D%3D
iPod Mini,Apple iPod Mini 2nd Gen 4GB Original Box Only Green- BOX ONLY!,23.99,Used,https://www.ebay.com/itm/397613823035?_skw=iPod+Mini&hash=item5c93a1743b:g:4LQAAeSwFINowAyf
iPod Mini,Apple iPod Nano 7th Generation Silver White - Gently Used - Working,72.0,Used,https://www.ebay.com/itm/188110271334?_skw=iPod+Mini&hash=item2bcc3ef366:g:uYcAAeSwD-5ppKH8
iPod Mini,Headphone Jack Replacement Part for Apple iPod Mini 1st/2nd Generation 4gb/6gb,3.99,Used,https://www.ebay.com/itm/186121416532?_skw=iPod+Mini&hash=item2b55b36f54:g:Y9cAAeSwmvdpllck
iPod Mini,Apple ipod mini 1st generation 128GB - black,125.0,Used,https://www.ebay.com/itm/397661337191?_skw=iPod+Mini&hash=item5c96767667:g:AJgAAeSwvEFpo1pM
iPod Mini,Apple iPod shuffle 4th generation 2gb NEW BATTERY,49.99,Used,https://www.ebay.com/itm/296284866087?_skw=iPod+Mini&hash=item44fbf44627:g:-FgAAOSwBqxl7zj8
iPod Mini,Apple A1051 iPod Mini 1st Gen 4GB Storage Original Blue MP3 Media Player Works,79.97,Used,https://www.ebay.com/itm/267563252530?_skw=iPod+Mini&hash=item3e4c033b32:g:DrgAAeSwARhpfk4P
iPod Mini,iPod Mini 1st Gen Model:A1051 6GB Pink w/Clip Tested Good w/1096 Song Read Info!,82.3,Used,https://www.ebay.com/itm/366219388425?_skw=iPod+Mini&hash=item5544606609:g:k~4AAeSwsDBpmort
iPod Mini,"iPod Mini Custom Clickwheel Service, Mini Style",50.0,Used,https://www.ebay.com/itm/287159767215?_skw=iPod+Mini&hash=item42dc0e50af:g:81wAAeSwxGNpnF94
iPod Mini,"Apple A1051 iPod Mini 2nd Gen M9801LL 6GB 1.67"" Screen",95.0,Used,https://www.ebay.com/itm/389679244239?_skw=iPod+Mini&hash=item5abab163cf:g:DU4AAeSwfbVpodOK
iPod Mini,Apple iPod Nano 5th Generation 8GB & 16GB - Tested - All Colors Refurbished,99.99,Good - Refurbished,https://www.ebay.com/itm/136152861739?_skw=iPod+Mini&hash=item1fb357cc2b:g:KVMAAeSwAPJpl6EO
iPod Mini,"White Apple iPod Nano (1st Generation, 2GB) [Tested & Working, Read Description]",26.0,Used,https://www.ebay.com/itm/267543923115?_skw=iPod+Mini&hash=item3e4adc49ab:g:Q9IAAeSwLulpZs5H
iPod Mini,Lot of 3 APPLE IPOD 8G and IPOD SHUFFLE (RED) Product Blue,78.98,New,https://www.ebay.com/itm/267588645237?_skw=iPod+Mini&hash=item3e4d86b175:g:jRUAAeSwsKFpoa~G
iPod Mini,Apple iPod Nano 1st Gen 1GB 2GB 4GB New Battery 90 day Warranty ( Black  white ),39.02,Used,https://www.ebay.com/itm/287100530051?_skw=iPod+Mini&hash=item42d8866d83:g:zO4AAeSwxbxpdwpd&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZcnVFXyZhms3sJPMSjOf%2BNftySjEy8QhOEctE7VG45NW9quITWjhTx7mT9eeO%2F7Dilraya44SRHhLXB6cFyTgNqjmKB5J0eJNkIWwk3aQGWVRz8xMq6hngt%2BpWKYkcfB3Td1nFDdawNR2EtkVam5ZPjFHyFo3Nz0wqKVCUFPNvs2k%2BKlTXznaAuMElBkbSIvIEpc4NVkvynwgLXxZmOCaM%2F993VLTW8Pw8nE5P8O1qYvWfpd2e4mUVkp1vyFle8PqZXOajRYmysDgIoXQN1Nqp
iPod Mini,A1070 Firewire 1394 iPod Mini Power Adapter + FW 6Pin to 30Pin Data Cable Cord,18.0,New,https://www.ebay.com/itm/317585643516?_skw=iPod+Mini&hash=item49f19457fc:g:PQcAAeSwcxppJdVg&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGaQd8SGiAfEwyJAgudqc1%2Bz9IanlSIc5ybiQZTrmc7ZXMv8YYk%2F2VmcnDU96VgDCPiTl2CVzxbLT5Ci2bHcF2FyEflJ92GybzBGLHUmoZxGoFFUSqbIpoPlHtYimiPlSX7PSPpkRjVYWnEYvpueGPFpgG5pKESqQtKHYVhaKPjVYSZf4FY4x9FO5gRsuBacMl%2FWccRiawwNrrX--2VOdm8P4WDKIZox4uB5Bdv3oW1N%2FaZMalvhCDdfSMOreSXDFXOYLhBGQ73E3M8V5DxtqFUX%2Fu2wW47SKGGooEsQ72%2FRfA%3D%3D
iPod Mini,2005 Apple iPod mini A1204 4 GB Green M9806LL/A,249.99,Used,https://www.ebay.com/itm/117042831639?_skw=iPod+Mini&hash=item1b404be117:g:v-cAAeSwPwFplNdr&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGad9a6nKIs5EC4DU6myo66%2BrpUPgCZSCz5QroIpSlo74Gw4Q7O8GbNNu3dexy6K4oSgv3T10V2oOTIkJZKTaujUbjzUbmGO7HLX33XryTvkIYV1%2B2gaiDkTjBGIuvWbr4RKrkLGwHPAPC6pSnjhsabkqFKIJqQmZr3UkjvdTnVgNb4Z1AMLl2ULmSTqr5cVVuWTLJtOcFh%2FROai3TNgYroiLaRBKWtMbNyDrSUK3Q8gPJ%2FtN4hCm2s2lI%2FtWXc7PYOv%2BvbjerIO%2FXUc%2BxxFLnR3
iPod Mini,Apple iPod Mini 2nd Generation A1051 4-GB Pink Color - Used Tested Working,65.96,Used,https://www.ebay.com/itm/389650245932?_skw=iPod+Mini&hash=item5ab8f6e92c:g:59kAAeSwWKxpmTGl&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGag8gPtSgdJLE4ATBtfh5HGJQBecIqqRWwcRgCLDchV17gBnOob3IB1NH3i6QspCRAZ%2F0HAaRm5vrWRS%2F2R6Z1VZ0f5Ra4nf%2FV%2F1QDCww3u6wQzi5cOBpk%2FcOt4V2L6nxclZrtWLZDOCBfdG3DCYtKP5rg%2FJz59R111bx3Gyj1lyNS%2FPlHYRaZRfMeaTuSS4v%2FOeu0cpiseGF%2FnLij0iduuz7sRDdPeQVvtcIz4SFVKAA5QRANcG4E1aUpPttOqBshIlWpmF4E8T6B6AEdn%2Fssd
iPod Mini,Apple iPod Mini 1st Gen 4GB M9160LL Clean Condition,65.0,Used,https://www.ebay.com/itm/168158675846?_skw=iPod+Mini&hash=item272709c386:g:ehUAAeSwWklpkAk2
iPod Mini,Apple iPod nano 5th Generation Silver (8 GB) New Battery Installed Big Bundle,81.84,Used,https://www.ebay.com/itm/155277300481?_skw=iPod+Mini&hash=item24273f9301:g:6QMAAOSwgItlXQZb
iPod Mini,iPod Nano 3rd Generation 8GB Black - Excellent Refurbished - Perfect,129.99,Excellent - Refurbished,https://www.ebay.com/itm/116851312959?_skw=iPod+Mini&hash=item1b34e1893f:g:Hd8AAeSwvOBpgN-U
iPod Mini,Brand New-Apple iPod nano 6th Gen Silver/Graphite (8gb) -NEW BATTERY INSTALLED,85.99,New,https://www.ebay.com/itm/167657344667?_skw=iPod+Mini&hash=item2709280e9b:g:dQcAAOSwYVhnGv2-
iPod Mini,5x Lot Apple iPod Mini A1051 1st 2nd Gen 4GB Pink Silver Blue Green #1A,99.99,For parts or not working,https://www.ebay.com/itm/116543789098?_skw=iPod+Mini&hash=item1b228d182a:g:MDEAAOSwkn5laREk
iPod Mini,"Apple iPod Nano 1st, 2nd, 3rd, 4th, 5th, 6th & 7th Generation 2GB 4GB 8GB & 16GB",66.0,Used,https://www.ebay.com/itm/397162764013?_skw=iPod+Mini&hash=item5c78bed6ed:g:uwsAAeSw-C5pLbKR
iPod Mini,"New Ipod with Music Shuffler, Ipod Stand, and Ipod Charger",50.0,Open box,https://www.ebay.com/itm/357924759264?_skw=iPod+Mini&hash=item5355fa66e0:g:8GAAAeSwEDJpHiYu&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZXJvoFTtCgpFTJNly3xNlEd8Kg25pY3Zo8wL1pM7Ms%2BtdHUTVLUcyHFqci1YvcW9N9qNDv2ct95tXAx5KAgDuFe%2FiT%2FdKdVTW6c7GjpNvPQETcRukUocD%2FvxsbIlm4PRbUUHb84Vmo4QrqTUQ8dgtUec7coEndWmsNgn7iiiEJ6xzHgrkiOVpiHuJG%2F5K2JU0xOoPkURCBn0xXBhSVZQaJDPLRTlPt2MvDXtcmDY7dE%2FPp9thm7D2u3epAJ0KXNXCOzZG1adXhekHeAYvigymG
iPod Mini,iFlash SD-CF Adapter for iPod Mini 4th Gen Photo iRiver Install SD Cards,23.99,New,https://www.ebay.com/itm/402822179440?_skw=iPod+Mini&hash=item5dca12aa70:g:NmsAAOSwubFachgL&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYz5i9S7TCSj0wj8ArXz3oXnGbOGIjQtLvSCN8t5vfpRhXumtfj%2BNjLSQrYETvqiZU%2FzRDNIDzH50XXeYOYafq5zf0HTMBMykhG%2BMDwyIy%2BaBFTBcQXCT4WxnxDK1tS4iwGqHok%2FGqESIeO%2FGzQ4JlJZRn1%2F5vl7dPIE3C4N6M3AxgFgajyXzyHE%2FjoP7M7GgRnCkhQ839g1Olvt7D%2FpahQKIrCNsB78t4Qg6Hf3buUf3ZbF%2BaQeT80Gk3srIExyaYiK6sqq%2BPYyUAdLqMHDH%2B2
iPod Mini,Apple Mini iPod 1st 2nd Generation Click Wheel HARD WHITE LEATHER Case NEW,14.99,New,https://www.ebay.com/itm/177369721030?_skw=iPod+Mini&hash=item294c0f28c6:g:IBgAAOSwzbxndHhs
iPod Mini,Rainbow Plated iPod Mini 2nd Gen - 128-512GB Clickwheel Backlight Taptic iFlash,332.99,Used,https://www.ebay.com/itm/206036037796?_skw=iPod+Mini&hash=item2ff8b470a4:g:1DgAAeSw9ehpe6ZC
iPod Mini,HP Printable iPod Mini Tattoos - 5 Sheets Per Package And  5 Packages Per Box,7.99,New,https://www.ebay.com/itm/336449098563?_skw=iPod+Mini&hash=item4e55edd343:g:ZfYAAeSw4~9pnM9b
iPod Mini,Apple iPod shuffle 4th Generation 2GB - Blue - Works Great,32.99,Used,https://www.ebay.com/itm/397632229334?_skw=iPod+Mini&hash=item5c94ba4fd6:g:b9oAAeSw3pVpmLFe
iPod Mini,"Fully Modded Silver iPod Mini 2nd Gen - Orange Backlight, Taptic, 256GB, A+",325.99,Used,https://www.ebay.com/itm/204479546976?_skw=iPod+Mini&hash=item2f9bee4660:g:WHAAAOSw4ullFaw5
iPod Mini,Lot of 3: Apple Ipod A1059 40GB - A1059 20GB - Apple iPod Mini A1051 * For Parts,104.99,For parts or not working,https://www.ebay.com/itm/177876623967?_skw=iPod+Mini&hash=item296a45e25f:g:Vm8AAeSw-Expl4oz
iPod Mini,Apple iPod Shuffle 2GB NEW SEALED 4th Generation Grey Vintage Model A1373,69.99,New,https://www.ebay.com/itm/157708922941?_skw=iPod+Mini&hash=item24b82f303d:g:1dkAAeSwPRtpn2~G
iPod Mini,"Apple iPod Shuffle 2nd, 4th, 5th, & 6th Generation 1GB & 2GB - Any Color + Gen",74.99,Used,https://www.ebay.com/itm/333265672926?_skw=iPod+Mini&hash=item4d982e9ade:g:FCcAAOSwOI5dKNOc
iPod Mini,"Apple M9467G/A White iPod Mini Dock FireWire Charge, Sync & Audio Output SEALED",51.0,New,https://www.ebay.com/itm/127402684184?_skw=iPod+Mini&hash=item1da9caaf18:g:6XUAAeSw6gNo2tpx&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGbPKBPr%2BBqOxjLeToakNZQzaukyvLfxufU3vmlMIb8cnB%2FIKlwBkcNToFzqUA2q4KgO%2BQUbQAjV944DQfRvqwAe%2FNEevc%2FnLqOImNb4690VAdffFejcCEnpJizFqDfvvYwT5Q%2F7BWAspM9mCcOQol%2FSXcIIlBGlXKb09NP%2BmveDeYpyZTsjIIFV%2BD4K5tfZmynBrqDmWY2zCCK8qIsNBqKCl7u9%2BY2LOoJq9pcGTIE4B51n2xVofDb7K0G%2BF3ZGZ8Ysd0HiDm2uonBJsdsJMmmV
iPod Mini,For iPod Mini 4GB Generation Battery Replacement,20.01,New,https://www.ebay.com/itm/204661513398?_skw=iPod+Mini&hash=item2fa6c6dcb6:g:6rYAAOSwOe9l0-iI&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYAao%2BMK1htKmvn2WVSlO8gqEKhTfF8bPtR2bhHRDW5jZJJDsiMvteIOR%2Fm6cjeKJnty2kdGDVC76Iw9GpmU4Ao4X7Nj6DeDDz6w%2FCiED8KGG5ZQmSwOvDDWfq7m1g2KKrms3sUbkKHl0Bo04Py3Vt3YfbG930dXCQh3Wk9L7dPs67AVK3WpIddKuFiFhITMwggVebd5ocA39FEg8cXD3Qqp%2FuUacQaZeu4gzk8YLQHxZUoi9RYgQ8lllFM2KM5ifBaaarqhXWCLV7JOj1fOEo6
iPod Nano,Apple iPod Nano 7th Generation 16GB - All Colors,99.99,Used,https://www.ebay.com/itm/126703420406?_skw=iPod+Nano+7th+generation&hash=item1d801cc3f6:g:IH0AAOSwfS9nB-Z4
iPod Nano,Apple iPod Nano 7th 8th Generation 16GB Gold Blue Silver Gray Black Purple Pink,139.95,Used,https://www.ebay.com/itm/352661073474?_skw=iPod+Nano+7th+generation&hash=item521c3cee42:g:AjUAAOSwIVxdKOPu&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGY6epZ68VMdH2iYTNmmyeaQ12gHROpS%2F1FBY4E6Qn9ws%2F0C5NUZcEJ6UzeUzI3FGVAC%2FgwNDNbM5lBj6ogPpoTKpqpqbmwzQbe3WSFm5%2BvWYeACc4E13l6t6qmAVIhSv4szcpYXS37sJKeU8Qj0J5so5oHmDRS6Xmd2BU7kr%2FYqkPPFUvlZohudz%2Fy1f2us1lCZ%2F2SLCOhuYiifHZxe0a1I9ku5Ef7T9QLYn3ex7U0ODrbOfvLfMtvemNs8IgZU3g3kYeOeipa9NYaK0L69fsZUx7P9k45tCx6pnWoxkb4M7g%3D%3D
iPod Nano,New Sealed Apple iPod Nano 7th 16GB All Colors For Gift FREE SHIPPING,160.0,New,https://www.ebay.com/itm/397358278212?_skw=iPod+Nano+7th+generation&hash=item5c84662644:g:p0kAAeSwB9lpMobL&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGb1jIehAmGEJP51cvvoLAA7ZeM%2FNzhqdv3fRXGgpRTgyyjn33cc9HXd3yVWS8JvbWimJXkRXNxHqFKJCA7Vk8v6o5h0QvyIqq5hwNgW5ymac3RLlNNaMwTN1Lyc55DSXAWJtfUQym7ihadtK5dgx0YAOwtgpN%2BHRlGrJpVLb1ejcpJuj1TvpAKO6yZyi%2FB8dJbEuTGq5vXROjqx1SVtiVDpqoDVu%2BDoWZ7fyyQI9q0RAk%2BTfBFLlDeTP9yeVfUsaC8FUsKu4Uj%2FO1L2mb55g%2BOpxv78tv2voIoGl%2FEKh785hQ%3D%3D
iPod Nano,Apple iPod nano 7th and 8th generation 16gb NEW BATTERY,109.99,Used,https://www.ebay.com/itm/305419719383?_skw=iPod+Nano+7th+generation&hash=item471c6f12d7:g:tygAAOSw2Nhl3ega&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZIDISXcuXifY0d1I8wXM%2Fu5v0g6OYeLJ8IsvphYtRaekp%2BXnEMqkXLV3fS375MEJ55t%2FOdhzyr0j2qH3iG6aFBGs4Siu6fuVdXnWqTje4w1rAJCTqW6rzex1AO4TzejJ--b9h91tEyniXixZ9DbwUXRpX1cwP1VnV2KqF1Fu4FSLS5vBvaVa1oEdt6RprGzTE0TGVQ8JsymEUY7bcVMyUO83xJVN6QFcI3tBlcvgbdJOtvuZvLrpQyg8yYid67wu8pPoZoLZZ%2FhM28fQXEGfY4K%2F5jWuc8tp%2Bup5LrQnhxYA%3D%3D
iPod Nano,Apple iPod Nano 7th Generation Blue - Fully Working,75.0,Used,https://www.ebay.com/itm/336457392834?_skw=iPod+Nano+7th+generation&hash=item4e566c62c2:g:PEkAAeSwpSRpo6Jp
iPod Nano,New Apple iPod Nano 7th  Generation 16GB Sealed Retail Box All Colors US STOCK,156.0,New,https://www.ebay.com/itm/177646284560?_skw=iPod+Nano+7th+generation&hash=item295c8b2f10:g:6a0AAeSw~INpEwBI
iPod Nano,"Apple iPod Nano 1st, 2nd, 3rd, 4th, 5th, 6th & 7th Generation 2GB 4GB 8GB & 16GB",74.99,Used,https://www.ebay.com/itm/323822275280?_skw=iPod+Nano+7th+generation&hash=item4b654fcad0:g:fJQAAOSwIqlc8X6d
iPod Nano,Apple iPod Nano Blue 7th Generation,48.0,Used,https://www.ebay.com/itm/397650702155?_skw=iPod+Nano+7th+generation&hash=item5c95d42f4b:g:FtoAAeSw96ppn68u
iPod Nano,Apple iPod Nano 7th Generation Silver (16GB) Model A1446 Great Condition,99.99,Used,https://www.ebay.com/itm/298078963142?_skw=iPod+Nano+7th+generation&hash=item4566e405c6:g:7CwAAeSw1sZppIWT
iPod Nano,Brand New SEALED Genuine Apple Ipod Nano 7th Gen 16gb Blue MKN02LL Not Activated,139.0,New,https://www.ebay.com/itm/287172858768?_skw=iPod+Nano+7th+generation&hash=item42dcd61390:g:uV8AAeSwJCVppGOA
iPod Nano,Apple iPod Nano 7th Generation Silver White - Gently Used - Working,72.0,Used,https://www.ebay.com/itm/188110271334?_skw=iPod+Nano+7th+generation&hash=item2bcc3ef366:g:uYcAAeSwD-5ppKH8
iPod Nano,Apple iPod Nano 7th Generation Blue Touch Screen FM Radio Video Playback,70.0,Used,https://www.ebay.com/itm/168193146547?_skw=iPod+Nano+7th+generation&hash=item272917beb3:g:SqkAAeSwzLlpol1T
iPod Nano,🎁NEW Sealed🎁Apple iPod Nano 3rd 4th 5th 7th Generation 4GB 8GB 16GB MP3 Player,98.0,New,https://www.ebay.com/itm/406417791983?_skw=iPod+Nano+7th+generation&hash=item5ea0635bef:g:1TUAAeSwXSVpN-V6
iPod Nano,New Sealed Apple iPod Nano 7th Generation 16GB All Colors US STOCK Fast Shipping,159.9,New,https://www.ebay.com/itm/306701483999?_skw=iPod+Nano+7th+generation&hash=item4768d53fdf:g:t~sAAeSwfp1pYKqp&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGanULSpRv%2BXbVMmdjrmYUrFgWKiKaLL4taqmHFrZ2uF%2FtNo7TRTcxDsTDrhM%2FSg5qjsdu4%2FKm7k%2FiSsEPB3G4q3lQ4uMurH%2Fkd%2Ft6X0Jya%2BLCoTzno3fpX1ijb9H6QS6c%2B%2BmcIueTRQWPCqtB9XapYugiKHc91iaEFm6xq64AMZAt7oaI9CdOnq2gW%2BywtEP%2FMPLGwQF3myPV2ti2HusxalFNpwVXSyBwdXQoJaGbn9KnEyHn1D%2FEsje6Fxq%2BdNBfNZgnc5C4cuEdK0IVjx1KnMA1lU9WCUeiSpcBMdWfm%2Fcw%3D%3D
iPod Nano,Apple iPod Nano 7th / 8th Generation 16GB - Any Color - Bundle,114.99,Used,https://www.ebay.com/itm/224269339594?_skw=iPod+Nano+7th+generation&hash=item34377e8bca:g:FxAAAOSwDYZdyZjI&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGaZH7NJ1dYC7TxPufuxOWFlNMw9eswwjhOa0q6%2BVQoqsTTJjnlOsjcX6ax8lpV7VWg1z3igk68ZVBSws0gFoX7PgEsKhGDy0mWq%2BtSSimsqZu5sy2x%2BQShJqE1BOzCnY0BwLkhi1Lb%2FE3oUzpAStZSNt9pXhvHqLziv3jvEsgvG6%2BS%2FXM7cz68wdl0Hb37C1nhz9jMzVMhndy2e2%2Fo2fqcf0sox7%2FdgpFU5Gw9acdmFOMigkOVcMiXusBNxTUuwd78dc5kKVtyh3uXqqR0wUXJfJHvCFIGqxKHumwYGViBjMw%3D%3D
iPod Nano,NEW Sealed Apple iPod Nano 7th Generation 16GB All colors For Gift Free Shipping,156.0,New,https://www.ebay.com/itm/389540591345?_skw=iPod+Nano+7th+generation&hash=item5ab26db6f1:g:eUIAAeSwD3ZpdzDi&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGapvlBdhSo5otDIJzBvWJ%2FSYsNaPXC0509xPh7ZIGuJRbKYuFokrvF05516fI7aSjw7iz0oIocJj%2FGWqSWmoM1tG8RjWhA%2Bfd8UuEGgGlm53Rn%2Bd1gvihiSUpQI7A4Jm9%2FU4ca1iNKiPRfHv3ZGjr3mYBldbkgATcUV0gAOxfeRe9pRf3Jr7x9kxHG0zyDvzOGCuarlxPlFqRLBa9JIYBCS5tvRA0NFyvpY1FATvSYxEopfoPknoqYwRAOYwx3sQTK3p37AlytZMZ7DzifbUyeLTgoGzr7EBsnA27jRL5zMww%3D%3D
iPod Nano,Apple iPod nano 7th Generation Slate Gray  (16 GB) C7,116.06,Open box,https://www.ebay.com/itm/157497607330?_skw=iPod+Nano+7th+generation&hash=item24ab96c4a2:g:IncAAeSwRo9pJPOU
iPod Nano,NEW Apple iPod Nano 7th Generation 16GB  MP3-All Colors Sealed BOX Fast Shipping,155.0,New,https://www.ebay.com/itm/177848415274?_skw=iPod+Nano+7th+generation&hash=item296897742a:g:BxkAAeSwu2RpiaaF
iPod Nano,ipod nano ipod 7th generation yellow. New Battery Installed.   New. B14,107.88,New,https://www.ebay.com/itm/157586186720?_skw=iPod+Nano+7th+generation&hash=item24b0de61e0:g:dNQAAOSw02BnQ4HB
iPod Nano,Apple iPod nano 7th Generation Pink (16 GB),125.0,Used,https://www.ebay.com/itm/127712388185?_skw=iPod+Nano+7th+generation&hash=item1dbc406459:g:WjkAAeSwA1RppGjs
iPod Nano,Apple iPod Nano 7th Gen 16GB Pink A1446,74.99,Used,https://www.ebay.com/itm/406706451197?_skw=iPod+Nano+7th+generation&hash=item5eb197f2fd:g:tS0AAeSw3nZpliPO
iPod Nano,"Apple iPod Nano 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th - New Battery Installed",139.0,Used,https://www.ebay.com/itm/202184251675?_skw=iPod+Nano+7th+generation&hash=item2f131ed91b:g:2CAAAOSw1SdiHTTB
iPod Nano,iPod Nano 7th Generation 16gb Silver - Working!  Good Battery!,74.99,Used,https://www.ebay.com/itm/168126741754?_skw=iPod+Nano+7th+generation&hash=item2725227cfa:g:IrgAAeSwejdpfxHo
iPod Nano,✨New Sealed✨Apple iPod Nano 3rd 4th 5th 6th 7th 4GB 8GB 16GB All Color MP3Player,88.0,New,https://www.ebay.com/itm/406160401402?_skw=iPod+Nano+7th+generation&hash=item5e910be3fa:g:c7UAAeSwwKhpJngi
iPod Nano,New Apple iPod Nano 7th Generation 16GB Sealed Retail Box All Colors US STOCK,158.0,New,https://www.ebay.com/itm/366153835827?_skw=iPod+Nano+7th+generation&hash=item5540782533:g:VfYAAeSwiZtpeHv9
